공연시설ID,공연시설명,공연장수,시설특성,개관연도,객석수,전화번호,홈페이지,주소,위도,경도,레스토랑여부,카페여부,편의점여부,놀이방여부,수유실여부,장애시설_주차장,장애시설_화장실,장애시설_경사로,장애시설_엘리베이터,주차시설여부,mt13s,returncode,errmsg,responsetime,시군구,시도
FC002262,임피리얼 팰리스 [서울],1.0,기타(비공연장),,600.0,02-3440-8000,https://www.imperialpalace.co.kr/,서울특별시 강남구 언주로 640 (논현동),37.5139842,127.0358742,Y,Y,Y,N,N,Y,Y,Y,Y,Y,,,,,강남구,서울특별시
FC002007,송도달빛축제공원,1.0,기타(비공연장),2014.0,30000.0,032-453-7912,http://www.ifez.go.kr/tour/park8,인천광역시 연수구 센트럴로 350 (송도동),37.4060436,126.6361401,N,N,N,N,N,Y,N,N,N,Y,,,,,연수구,인천광역시
FC003202,아트비프로젝트,1.0,기타(비공연장),,0.0,,https://www.artbproject.com/,서울특별시 종로구 삼청로 82(삼청동),37.5826716,126.9820022,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC001353,대학로 달달씨어터,1.0,민간(대학로),2014.0,100.0,02-985-5654,http://cafe.naver.com/dalbamn,서울특별시 종로구 대명1길 20 (명륜4가),37.582654,127.00063039999998,Y,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC004203,스페이스 씨 (코리아나미술관),1.0,기타(비공연장),,0.0,02-547-9177,http://www.spacec.co.kr/,서울특별시 강남구 언주로 827 (신사동),37.5240062,127.0326264,N,N,N,N,N,N,N,N,N,N,,,,,강남구,서울특별시
FC001262,성균소극장,1.0,민간(대학로),2006.0,180.0,02-747-5035,http://sktheater.modoo.at/,서울특별시 종로구 성균관로 12-3 (명륜2가),37.5845012,126.99909430000002,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC003335,연천전곡리선사유적지,1.0,기타(비공연장),,0.0,031-832-2570,https://www.yeoncheon.go.kr/seonsa/index.do,경기도 연천군 전곡읍 양연로 1510,38.0156484,127.0614526,N,N,N,N,N,N,N,N,N,Y,,,,,연천군,경기도
FC004019,유금와당박물관,1.0,기타(비공연장),2013.0,0.0,02-394-3451,http://yoogeum.org/,서울특별시 종로구 창의문로11가길 4 (부암동),37.59372,126.9626578,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC004011,루끄 LOOK [홍대],1.0,기타(비공연장),,0.0,,,서울특별시 마포구 홍익로6길 74 (동교동),37.5569478,126.9252839,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC001555,엘림아트센터,3.0,민간(대학로 외),2016.0,438.0,032-289-4275,http://elimartcenter.co.kr/,인천광역시 서구 크리스탈로 78 (경서동),37.5317983,126.63695299999996,Y,Y,N,N,N,N,N,N,N,Y,,,,,서구,인천광역시
FC003148,목인박물관,1.0,기타(비공연장),,0.0,02-722-5055,http://www.mokinmuseum.com/,서울특별시 종로구 창의문로5길 46-1(부암동),37.5890219,126.9632892,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC004193,갤러리99,2.0,기타(비공연장),,0.0,02-322-0199,https://www.gallery99.kr/,서울특별시 마포구 홍익로 5-1 (서교동),37.5531135,126.9236057,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC003017,금천뮤지컬센터,1.0,공공(기타),2021.0,197.0,02-2627-2183,https://www.instagram.com/gcmc.kr/,서울특별시 금천구 시흥대로115길 48(독산동),37.4687771,126.8944749,N,N,N,N,N,Y,N,Y,N,Y,,,,,금천구,서울특별시
FC003334,코리아디자인센터,1.0,민간(대학로 외),,0.0,031-780-2246,https://blog.naver.com/towerpmc_kdc,경기도 성남시 분당구 양현로 322(야탑동),37.4131967,127.1232865,N,N,N,N,N,N,N,N,N,N,,,,,성남시,경기도
FC001411,페리지홀,1.0,민간(대학로 외),2013.0,202.0,070-4676-7032,http://www.perigee.co.kr/hall/about/,서울특별시 서초구 반포대로 18 (서초동),37.4821798,127.0126517,N,N,N,N,N,N,N,N,N,Y,,,,,서초구,서울특별시
FC003875,클럽 어스 (CLUB US),1.0,민간(대학로 외),,0.0,,https://www.clubsus.com/,서울특별시 강남구 논현로 736 (논현동),37.5178106,127.0293064,N,N,N,N,N,N,N,N,N,N,,,,,강남구,서울특별시
FC001342,낭만극장,1.0,민간(대학로 외),2009.0,286.0,02-3672-4232,http://www.bravosilver.org,서울특별시 종로구 삼일대로 428 (낙원동),37.5725341,126.98779020000006,N,N,Y,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC000577,정보소극장,1.0,민간(대학로),1993.0,98.0,02-3673-0554,,서울특별시 종로구 대학로12길 38 (동숭동),37.58245,127.00368879999996,N,N,N,N,N,N,N,N,N,Y,,,,,종로구,서울특별시
FC001633,슬로우시티,1.0,민간(대학로 외),,46.0,02-554-3933,,서울특별시 서초구 서운로 162 (서초동),37.5056678,127.0586121,Y,Y,N,N,N,N,N,N,N,N,,,,,서초구,서울특별시
FC003168,헤르만아트홀,1.0,민간(대학로 외),2022.0,120.0,02-6212-1747,https://www.hermannarthall.com/,"서울특별시 성동구 상원6나길 24(성수동1가, 청호 서울숲 뜨레피움 오피스텔)",37.5478713,127.0500545,N,N,N,N,N,N,N,N,N,N,,,,,성동구,서울특별시
FC000142,연천수레울아트홀,2.0,공공(문예회관),2010.0,716.0,031-834-3770,http://sureul.co.kr/company/arthall_intro.jsp,경기도 연천군 연천읍 문화로 150,38.1090534,127.07991620000008,N,N,N,N,N,Y,Y,N,Y,Y,,,,,연천군,경기도
FC001205,KT체임버홀,1.0,민간(대학로 외),2009.0,403.0,02-739-8248,http://www.ktchamberhall.com/,서울특별시 양천구 목동서로 201 (목동),37.5294023,126.87110410000004,Y,Y,N,N,N,Y,N,Y,N,Y,,,,,양천구,서울특별시
FC003182,책방 곱셈,1.0,기타(비공연장),,0.0,070-8865-0148,,서울특별시 마포구 성미산로29길 33(연남동),37.565341,126.921804,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC004174,NC문화재단 홀,1.0,민간(대학로),,30.0,,,서울특별시 종로구 이화장길 100 (동숭동),37.5798042,127.0046166,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC001371,한국만화박물관,1.0,공공(기타),2001.0,386.0,032-310-3090,http://www.komacon.kr/comicsmuseum/index.asp,경기도 부천시 길주로 1 (상동),37.5084357,126.7418586,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,,,,,부천시,경기도
FC001626,소극장 The켠,1.0,민간(대학로 외),2016.0,60.0,010-5254-8529,http://blog.naver.com/PostList.nhn?blogId=thekyun_theatre&from=postList&categoryNo=30,서울특별시 강북구 도봉로13가길 6 (미아동),37.614771,127.0290933,N,N,N,N,N,N,N,N,N,N,,,,,강북구,서울특별시
FC001283,씨어터 송,1.0,민간(대학로 외),2012.0,100.0,070-8843-0088,http://www.theatresong.com/,서울특별시 서초구 법원로3길 22 (서초동),37.4931781,127.00825269999996,N,N,N,N,N,N,N,N,N,N,,,,,서초구,서울특별시
FC003095,스페이스 DO,1.0,민간(대학로 외),,0.0,,,서울특별시 중구 퇴계로49길 24(충무로5가),37.5633199,126.9995879,N,N,N,N,N,N,N,N,N,N,,,,,중구,서울특별시
FC003865,NB2,1.0,민간(대학로 외),,310.0,,,서울특별시 마포구 와우산로 72 (서교동),37.5508732,126.9234071,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC000749,"파랑씨어터 (구. 도향아트홀, 구. 뮤디스홀)",1.0,민간(대학로),2017.0,160.0,070-4870-1932,,서울특별시 종로구 대학로8가길 36 (동숭동),37.58250161309591,127.002454486033,Y,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC002986,요셉의 창고,1.0,기타(비공연장),,0.0,032-812-0190,https://joseph0190.modoo.at/,인천광역시 연수구 함박뫼로50번길 99(연수동),37.4189869,126.6782662,N,Y,N,N,N,N,N,N,N,Y,,,,,연수구,인천광역시
FC003176,OHHO,1.0,민간(대학로 외),,0.0,,,서울특별시 성동구 아차산로17길 63(성수동2가),37.5477536,127.0657661,N,N,N,N,N,N,N,N,N,N,,,,,성동구,서울특별시
FC001272,엔터식스 메두사 아트홀,3.0,민간(대학로 외),2014.0,560.0,02-6454-6340,https://store.enter6.co.kr/stores/62/information,"서울특별시 성동구 왕십리로 241 (행당동, 서울숲 더샵)",37.5549336,127.0367427,N,N,N,N,N,N,Y,N,N,Y,,,,,성동구,서울특별시
FC004171,카페 어스돔,1.0,기타(비공연장),,0.0,,,서울특별시 중구 퇴계로36가길 46 (필동2가),37.5582921,126.9954376,N,N,N,N,N,N,N,N,N,N,,,,,중구,서울특별시
FC001841,파라다이스시티,4.0,민간(대학로 외),2014.0,1820.0,00-1833-8855,https://www.p-city.com/front/facility?SC_MENU_CATE=Meeting&M1=MEW&M2=ME,인천광역시 중구 영종해안남로321번길 186 (운서동),37.4335451,126.45920019999994,Y,Y,N,N,N,Y,Y,N,Y,Y,,,,,중구,인천광역시
FC003173,서울여자대학교,1.0,민간(대학로 외),,0.0,02-970-5114,,서울특별시 노원구 화랑로 621(공릉동),37.6287827,127.0889915,Y,Y,Y,N,N,Y,Y,Y,N,Y,,,,,노원구,서울특별시
FC003350,대부바다향기테마파크,1.0,기타(비공연장),,0.0,02-446-2690,-,경기도 안산시 단원구 대부황금로 1480-7(대부북동),37.2862743,126.5745536,N,N,N,N,N,N,N,N,N,Y,,,,,안산시,경기도
FC001714,롯데백화점 문화홀 [중동],1.0,민간(대학로 외),2011.0,350.0,032-320-7900,https://www.lotteshopping.com/branchShopGuide/storeInfoSub?cstrCd=0334&brndCd=B220104&cstrShopNo=SHP00000000000047031&flrCd=10,경기도 부천시 길주로 300 (중동),37.5025175,126.77535749999991,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,,,,,부천시,경기도
FC003092,숲세권 라이브,1.0,민간(대학로 외),,0.0,070-1369-1992,,서울특별시 영등포구 선유로54길 11(당산동6가),37.5360718,126.899896,N,N,N,N,N,N,N,N,N,N,,,,,영등포구,서울특별시
FC002154,과천 서울대공원,2.0,공공(기타),,10000.0,02-500-7335,https://grandpark.seoul.go.kr/main/grandMain.do?headerId=41181,경기도 과천시 대공원광장로 102 (막계동),37.435965,127.0142281,Y,Y,Y,N,Y,Y,Y,N,N,Y,,,,,과천시,경기도
FC000118,반석아트홀 (동탄복합문화센터),2.0,공공(문예회관),2011.0,1155.0,00-1588-5234,http://art.hcf.or.kr/subpage/index/254,경기도 화성시 노작로 134 (반송동),37.2006588,127.07391230000007,N,Y,N,N,N,Y,Y,N,Y,Y,,,,,화성시,경기도
FC001086,여우별씨어터(구. 내여페 The Stage) (폐관),1.0,민간(대학로),2012.0,170.0,070-4870-1931,http://foxstar.modoo.at/,서울특별시 종로구 대학로8가길 30 (동숭동),37.582253,127.0025458,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC001812,안성맞춤아트홀,4.0,공공(문예회관),2017.0,1294.0,031-660-0666,https://www.anseong.go.kr/arthall/main.do,경기도 안성시 발화대길 21 (현수동),37.0010012,127.2790334,N,Y,N,N,Y,Y,Y,Y,Y,Y,,,,,안성시,경기도
FC003032,청학아트홀,1.0,공공(기타),,222.0,,https://www.yeonsu.go.kr/culture/reservation/cheonghak/rental.asp,인천광역시 연수구 비류대로 299(청학동),37.4263057,126.6676686,N,N,N,N,N,N,N,N,N,Y,,,,,연수구,인천광역시
FC001105,맛있는 극장,1.0,민간(대학로),2010.0,50.0,070-7018-1084,,서울특별시 종로구 혜화로 4 (혜화동),37.5862156,127.00072090000003,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC002993,장로회신학대학교 세계교회협력센터,1.0,민간(대학로 외),,352.0,,,서울특별시 광진구 광장로5길 25-1(광장동),37.5500806,127.104754,N,N,N,N,N,N,N,N,N,N,,,,,광진구,서울특별시
FC000003,국립극장,7.0,국립,1973.0,2432.0,02-2280-4114,http://www.ntok.go.kr,서울특별시 중구 장충단로 59 (장충동2가),37.5523153,126.999636,N,N,Y,N,N,N,Y,Y,Y,Y,,,,,중구,서울특별시
FC000070,호원아트홀,1.0,민간(대학로 외),2011.0,453.0,02-482-8794,http://blog.naver.com/enter_pf,서울특별시 강동구 성안로 30 (성내동),37.5262867,127.1303173,N,Y,N,N,N,N,N,N,N,Y,,,,,강동구,서울특별시
FC001844,대원 팝콘D 스퀘어,1.0,민간(대학로 외),,220.0,02-6373-3366,http://www.popcond.com/,서울특별시 용산구 한강대로23길 55 (한강로3가),37.5288886,126.96583639999994,N,Y,N,N,Y,Y,Y,Y,Y,Y,,,,,용산구,서울특별시
FC002846,MEG아트홀,1.0,민간(대학로 외),,70.0,010-9458-5310,https://www.instagram.com/meg_arthall/,경기도 오산시 내삼미로 93(수청동),37.170536,127.0657862,N,Y,N,N,N,N,Y,N,N,Y,,,,,오산시,경기도
FC000008,국립중앙박물관 극장 용,1.0,국립,2005.0,805.0,00-1544-5955,http://www.theateryong.or.kr,서울특별시 용산구 서빙고로 137 (용산동6가),37.5234203,126.97993989999998,Y,Y,N,N,Y,Y,Y,Y,Y,Y,,,,,용산구,서울특별시
FC002632,아르코예술극장,5.0,국립,1981.0,855.0,02-3668-0007,https://theater.arko.or.kr/Home/ko/Main,서울특별시 종로구 대학로8길 7 (동숭동),37.5811855,127.0029999,N,N,N,Y,N,N,N,N,N,Y,,,,,종로구,서울특별시
FC001217,성남아트리움 (구. 성남시민회관),2.0,공공(문예회관),1981.0,863.0,031-735-1960,http://www.snart.or.kr/web/cms/?MENUMST_ID=21536,경기도 성남시 수정구 수정로171번길 10,37.4448723,127.13890700000002,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,성남시,경기도
FC001875,남양주 어린이비전센터,1.0,공공(기타),2015.0,200.0,031-560-1552,http://www.ncuc.or.kr/children/,경기도 남양주시 진접읍 해밀예당1로 96 (금곡리),37.7169754,127.19123460000004,N,N,N,Y,Y,Y,N,N,N,Y,,,,,남양주시,경기도
FC002014,D:BASE (디:베이스),1.0,민간(대학로),2015.0,212.0,02-745-7775,,서울특별시 종로구 대학로10길 26 (동숭동),37.5816078,127.0037224,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC000389,대학로스타시티,6.0,민간(대학로),2007.0,654.0,02-894-0202,,서울특별시 종로구 대학로11길 23 (명륜4가),37.5820799726622,127.000480025926,N,Y,Y,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC000001,예술의전당 [서울],11.0,국립,1988.0,164344.0,02-580-1300,http://www.sac.or.kr,서울특별시 서초구 남부순환로 2406 (서초동),37.4786896,127.0118241,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,서초구,서울특별시
FC001858,K-LIVE 전용관,1.0,민간(대학로 외),2017.0,150.0,032-765-1532,,인천광역시 연수구 송도과학로 33-4 (송도동),37.380371,126.6640903,Y,Y,Y,N,Y,Y,N,N,N,Y,,,,,연수구,인천광역시
FC003180,서서울예술교육센터,4.0,민간(대학로 외),2016.0,0.0,02-2697-2600,https://www.sfac.or.kr/artspace/artspace/arteducation_main.do,서울특별시 양천구 남부순환로64길 2(신월동),37.5282201,126.8321457,N,N,N,N,N,N,N,N,N,N,,,,,양천구,서울특별시
FC001176,한얼소극장,1.0,민간(대학로),2002.0,80.0,02-766-7010,http://haneol.net/,서울특별시 종로구 창경궁로35길 17 (혜화동),37.5866982,127.00162939999996,N,Y,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC000005,국립극단 [명동],1.0,국립,2009.0,547.0,00-1644-2003,http://www.ntck.or.kr,서울특별시 중구 명동길 35 (명동1가),37.563999,126.9841738,N,Y,N,N,N,Y,Y,Y,Y,Y,,,,,중구,서울특별시
FC003047,스페이스8,1.0,민간(대학로 외),,0.0,010-6308-6969,https://space8.modoo.at/,경기도 부천시 석천로177번길 11(중동),37.5030479,126.762068,N,N,N,N,N,N,N,N,N,Y,,,,,부천시,경기도
FC000310,검단복지회관,1.0,공공(기타),2001.0,200.0,032-561-4115,http://www.issi.or.kr/welfare/design/index.asp,인천광역시 서구 완정로92번길 18 (마전동),37.6005574,126.66587019999996,N,Y,N,N,N,Y,Y,Y,N,Y,,,,,서구,인천광역시
FC001373,성동청소년수련관,1.0,공공(기타),2004.0,220.0,02-2296-4062,http://www.sdyc.or.kr,서울특별시 성동구 고산자로 260 (행당동),37.5623419,127.03635280000005,N,N,N,N,N,N,N,N,N,Y,,,,,성동구,서울특별시
FC003294,더블듀스,1.0,민간(대학로 외),,0.0,,,서울특별시 서대문구 연세로7안길 52(창천동),37.5585451,126.9340907,N,N,N,N,N,N,N,N,N,N,,,,,서대문구,서울특별시
FC001093,예술공간 유비누리 앱질 전용관,1.0,민간(대학로),2014.0,115.0,02-766-0830,,서울특별시 종로구 대학로8가길 52 (동숭동),37.5829439,127.00262709999993,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC000419,씨어터조이 (구. 마당세실극장),1.0,민간(대학로),1997.0,100.0,02-747-5773,,서울특별시 종로구 이화장길 78 (동숭동),37.578643,127.00462949999996,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC002924,유영공간,1.0,기타(비공연장),,0.0,010-1319-6957,https://spaceuooyoung.art/,서울특별시 성북구 성북로16가길 1(성북동),37.5939628,127.0003886,N,N,N,N,N,N,N,N,N,N,,,,,성북구,서울특별시
FC003028,의정부문화원,1.0,공공(기타),1990.0,140.0,031-872-5678,http://www.ujbcc.or.kr/,경기도 의정부시 산단로 123(신곡동),37.7463896,127.0794087,N,N,N,N,N,N,N,N,N,N,,,,,의정부시,경기도
FC003222,다락방극장(을지트윈타워),1.0,민간(대학로 외),,0.0,,,서울특별시 중구 을지로 170(을지로4가),37.5661392,126.9973275,N,N,N,N,N,N,N,N,N,N,,,,,중구,서울특별시
FC001848,오류아트홀,1.0,공공(기타),2018.0,365.0,02-2614-7969,https://www.guroartsvalley.or.kr/user/home.do,서울특별시 구로구 경인로20가길 38 (오류동),37.4958396,126.84563660000003,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,구로구,서울특별시
FC001361,성북마을극장,1.0,민간(대학로),2015.0,68.0,010-3385-4155,http://sbtheater.modoo.at/,서울특별시 성북구 동소문로20다길 10 (동선동1가),37.5915775,127.0173297,N,N,N,N,N,N,N,N,N,N,,,,,성북구,서울특별시
FC001379,"아루또소극장 (구. 소담소극장, 구. 코메디컬센터)",1.0,민간(대학로),2017.0,97.0,02-6012-2511,,서울특별시 종로구 대학로8가길 48 (동숭동),37.5828996,127.00240359999998,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC001819,원패스아트홀 [폐관],1.0,민간(대학로),2018.0,200.0,02-1522-0788,,서울특별시 종로구 대학로12길 15 (동숭동),37.582696899999995,127.00283079999996,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC003121,KOMCA홀,1.0,민간(대학로 외),,0.0,,,서울특별시 강서구 공항대로 332(내발산동),37.557621,126.8443197,N,N,N,N,N,N,N,N,N,N,,,,,강서구,서울특별시
FC000010,유니버설아트센터,1.0,민간(대학로 외),1981.0,1052.0,070-7124-1740,http://www.uac.co.kr/,서울특별시 광진구 천호대로 664 (능동),37.5505555,127.08826240000008,N,N,N,N,N,N,Y,N,Y,Y,,,,,광진구,서울특별시
FC002633,대학로예술극장,4.0,국립,2009.0,999.0,02-3668-0007,http://theater.arko.or.kr/Pages/Main.aspx,서울특별시 종로구 대학로10길 17 (동숭동),37.5820961,127.0031785,N,N,N,N,N,N,N,N,N,Y,,,,,종로구,서울특별시
FC000215,프라임아트홀,1.0,민간(대학로 외),2007.0,400.0,02-2111-1146,https://www.facebook.com/primearthall,서울특별시 구로구 새말로 97 (구로동),37.5069294,126.89028529999996,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,,,,,구로구,서울특별시
FC000783,구로아트밸리,1.0,공공(문예회관),2008.0,1124.0,02-2029-1700,http://www.guroartsvalley.or.kr/,서울특별시 구로구 가마산로25길 9-24 (구로동),37.4965397,126.88896820000002,N,Y,N,N,Y,Y,Y,N,Y,N,,,,,구로구,서울특별시
FC000248,삼일로창고극장,1.0,민간(대학로 외),1975.0,60.0,02-3789-9640,http://samilro.com,서울특별시 중구 삼일대로9길 12 (저동1가),37.5633965,126.98788530000002,N,N,N,N,N,N,N,N,N,N,,,,,중구,서울특별시
FC002745,피움스튜디오,1.0,민간(대학로 외),2018.0,40.0,010-2642-0435,https://blog.naver.com/pewuda,서울특별시 영등포구 영등포로34길 3 (영등포동4가),37.519954,126.9024339,Y,N,Y,N,N,N,N,N,N,N,,,,,영등포구,서울특별시
FC000186,상상아트홀 블루관 (폐관),1.0,민간(대학로),2004.0,80.0,02-747-7491,,서울특별시 종로구 동숭길 125,37.5832944669332,127.003292306771,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC001324,낙원상가 페인터즈 전용관 (폐관),1.0,민간(대학로 외),2008.0,300.0,02-3672-4231,,서울특별시 종로구 삼일대로 428 (낙원동) 낙원상가 5층,37.5728218,126.98803350000004,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC003199,썸컴퍼니앤 광태소극장,1.0,민간(대학로 외),,80.0,010-5879-0317,http://www.somcompany.com/gwangtae/?menu=playon&post=36,서울특별시 관악구 호암로22길 51(신림동),37.4687863,126.9356302,N,N,N,N,N,N,N,N,N,N,,,,,관악구,서울특별시
FC001874,파인트리 시어터,1.0,민간(대학로 외),,100.0,010-4641-8252,http://pinett.co.kr/,서울특별시 강남구 선릉로 547 (역삼동),37.5070339,127.047777,N,N,N,N,N,N,N,N,N,N,,,,,강남구,서울특별시
FC003203,연세대학교 무악극장,1.0,민간(대학로 외),,0.0,02-2123-5115,,서울특별시 서대문구 연세로 50 (신촌동),37.5660508,126.9439162,N,N,N,N,N,N,N,N,N,N,,,,,서대문구,서울특별시
FC000176,압구정아트홀(구. 오퍼스아트홀) (폐관),1.0,민간(대학로 외),2010.0,150.0,02-514-7770,http://blog.naver.com/opusarthall,서울특별시 강남구 도산대로27길 43 (신사동),37.5227302,127.02737649999996,N,N,N,N,N,N,N,N,N,N,,,,,강남구,서울특별시
FC001856,사다리움직임연구소,1.0,민간(대학로),1998.0,0.0,02-912-3094,https://www.facebook.com/sadarimovementlab,서울특별시 성북구 창경궁로35다길 90 (성북동),37.5916898,127.00183219999997,N,N,N,N,N,N,N,N,N,Y,,,,,성북구,서울특별시
FC000190,소리아트홀 (폐관),3.0,민간(대학로),2010.0,607.0,02-766-2022,,서울특별시 종로구 대학로 146 (혜화동),37.5842128,127.0020237,Y,Y,N,N,N,Y,N,N,N,Y,,,,,종로구,서울특별시
FC003103,청담 프리데카,1.0,기타(비공연장),,0.0,010-2885-9199,,서울특별시 강남구 도산대로57길 8(청담동),37.5241378,127.0414426,N,N,N,N,N,N,N,N,N,Y,,,,,강남구,서울특별시
FC001441,서울돈화문국악당,1.0,공공(기타),2016.0,138.0,02-3210-7001,http://sdtt.or.kr/user/,서울특별시 종로구 율곡로 102 - 0,37.5772009,126.99067390000005,N,Y,N,N,N,Y,Y,Y,Y,N,,,,,종로구,서울특별시
FC001804,에이치씨어터,1.0,민간(대학로),2012.0,180.0,00-1566-0507,https://www.instagram.com/daengro_prison/,서울특별시 종로구 이화장길 54 (이화동),37.5826165,126.99882809999995,N,N,N,N,N,N,N,N,N,Y,,,,,종로구,서울특별시
FC001796,부평문화사랑방,1.0,공공(기타),2003.0,126.0,032-505-5995,https://www.bpcf.or.kr/facility/culturelove/introduce.asp,인천광역시 부평구 주부토로 173 (갈산동),37.510697,126.7256982,N,N,N,N,N,Y,Y,N,N,Y,,,,,부평구,인천광역시
FC000168,예림당아트홀,1.0,민간(대학로 외),2011.0,468.0,02-738-8289,http://www.amculture.co.kr/default/index.php,서울특별시 강남구 언주로 337 (역삼동),37.497839,127.04429789999996,N,Y,N,Y,N,N,N,N,N,Y,,,,,강남구,서울특별시
FC000002,구. LG아트센터,1.0,민간(대학로 외),2000.0,1211.0,,,서울특별시 강남구 논현로 508 (역삼동),37.5022937,127.03752110000003,N,Y,Y,N,N,Y,Y,Y,Y,Y,,,,,강남구,서울특별시
FC001222,더초콜릿 전용관 (폐관),1.0,민간(대학로),2014.0,100.0,02-1600-9040,http://www.thechoco.co.kr/,서울특별시 종로구 동숭동,37.5815649,127.00279160000002,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC001854,신촌문화발전소,1.0,공공(기타),2018.0,50.0,02-330-4393,https://www.scas.or.kr/,서울특별시 서대문구 연세로2나길 57 (창천동),37.5578945,126.93978519999996,N,Y,N,N,N,Y,N,N,Y,Y,,,,,서대문구,서울특별시
FC001820,아이러브아트홀,1.0,민간(대학로 외),2018.0,80.0,070-5222-3778,https://www.eyeloveartcenter.com/,서울특별시 강남구 압구정로32길 30 (신사동),37.5257959,127.0297722,N,N,N,N,N,N,N,N,N,Y,,,,,강남구,서울특별시
FC000219,인천수봉문화회관,2.0,공공(문예회관),1982.0,160.0,032-873-5174,http://artin.or.kr/artin_new.htm,인천광역시 남구 수봉안길 78 (숭의동),37.4615074,126.66226830000004,N,N,N,N,N,Y,Y,Y,N,Y,,,,,남구,인천광역시
FC001073,JH아트홀,1.0,민간(대학로),2012.0,155.0,02-4355-0010,https://www.facebook.com/pages/%EB%8C%80%ED%95%99%EB%A1%9C-JH%EC%95%84%ED%8A%B8%ED%99%80/136301426580330,서울특별시 종로구 대학로8가길 64 (동숭동),37.5829375,127.00304389999997,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC001824,현대백화점 문화홀 [중동],1.0,민간(대학로 외),2003.0,500.0,032-623-3250,http://www.ehyundai.com/newCulture/CW/CW000001_V.do,경기도 부천시 원미구 길주로 180 (중동),37.504481,126.76095199999996,Y,Y,N,Y,Y,Y,Y,N,Y,Y,,,,,부천시,경기도
FC003016,후케즈,1.0,민간(대학로 외),,30.0,010-4785-2986,https://www.hukez.com/home,서울특별시 영등포구 경인로 715(문래동2가),37.511907,126.893168,N,N,N,N,N,N,N,N,N,N,,,,,영등포구,서울특별시
FC001208,홍익대 대학로 아트센터,2.0,민간(대학로),2013.0,852.0,02-742-0300,http://www.hongikartcenter.com/main.do,서울특별시 종로구 대학로 57 (연건동),37.5769696,127.00203310000006,N,Y,Y,N,N,Y,Y,N,Y,Y,,,,,종로구,서울특별시
FC000600,문학시어터,1.0,공공(기타),2010.0,111.0,032-433-3777,http://www.mhtheater.kr,인천광역시 남구 매소홀로 618 (문학동),37.4374104,126.69273420000002,N,N,N,N,N,Y,Y,N,N,Y,,,,,남구,인천광역시
FC000110,광주시문화예술의전당 (구. 남한산성아트홀),2.0,공공(문예회관),2011.0,1308.0,031-760-4466,https://www.nsart.or.kr,경기도 광주시 회안대로 891 (송정동),37.4270408,127.25507500000003,Y,Y,Y,N,N,Y,Y,Y,Y,Y,,,,,광주시,경기도
FC003189,더스크블루,1.0,기타(비공연장),,0.0,,,서울특별시 영등포구 당산로38길 10(당산동4가),37.5287784,126.8991425,N,N,N,N,N,N,N,N,N,N,,,,,영등포구,서울특별시
FC003307,예한교회,1.0,기타(비공연장),,0.0,02-415-0691,http://www.yehanbc.org/,서울특별시 송파구 올림픽로 417(신천동),37.5203981,127.1138853,Y,Y,N,N,N,Y,Y,Y,Y,Y,,,,,송파구,서울특별시
FC000180,나온씨어터,1.0,민간(대학로),2008.0,105.0,02-3675-3677,http://naontheater20.modoo.at,서울특별시 종로구 혜화로9길 7 (명륜1가),37.5876677,126.99939259999996,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
