공연시설ID,공연시설명,공연장수,시설특성,개관연도,객석수,전화번호,홈페이지,주소,위도,경도,레스토랑여부,카페여부,편의점여부,놀이방여부,수유실여부,장애시설_주차장,장애시설_화장실,장애시설_경사로,장애시설_엘리베이터,주차시설여부,mt13s,returncode,errmsg,responsetime,시군구,시도
FC000802,가톨릭청년회관,1.0,민간(대학로 외),2010.0,200.0,070-8668-5795,http://www.scyc.or.kr/v2/scyc.asp,서울특별시 마포구 월드컵북로2길 49 (동교동),37.5571714,126.92301759999998,N,N,N,N,N,N,N,N,N,Y,,,,,마포구,서울특별시
FC001249,더 씨어터,1.0,민간(대학로),2011.0,96.0,02-743-3382,http://cafe.daum.net/thetheatre,서울특별시 종로구 대학로3길 10 (효제동) 고운빌딩,37.5740036,127.00164489999996,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC003725,가회당,1.0,기타(비공연장),,51.0,,,경기도 수원시 팔달구 행궁로 33 (남창동),37.2795433,127.0150575,N,N,N,N,N,N,N,N,N,N,,,,,수원시,경기도
FC002794,콜링아트센터,1.0,기타(비공연장),,0.0,02-545-4083,https://callingartcenter.modoo.at/,서울특별시 관악구 관악로14길 110 (봉천동),37.4777141,126.9584144,N,N,N,N,N,N,N,N,N,Y,,,,,관악구,서울특별시
FC004225,아트코리아랩,4.0,공공(기타),,20.0,02-708-2222,,서울특별시 종로구 율곡로 6 (중학동),37.5754539,126.9797758,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC000612,포천반월아트홀,3.0,공공(문예회관),2003.0,1162.0,031-540-6213,https://www.pcfac.or.kr/,경기도 포천시 군내면 청성로 111,37.8958535,127.21221459999992,N,N,N,N,N,N,N,N,N,Y,,,,,포천시,경기도
FC004213,한국과학기술단체총연합회,1.0,기타(비공연장),,550.0,02-3420-1200,https://kofst.or.kr/intro.jsp,서울특별시 강남구 테헤란로7길 22 (역삼동),37.5007221,127.0307688,N,N,N,N,N,N,N,N,N,N,,,,,강남구,서울특별시
FC000016,성남아트센터,4.0,공공(문예회관),2005.0,5174.0,031-783-8000,http://www.snart.or.kr/,경기도 성남시 분당구 성남대로 808 (야탑동),37.4027309,127.13124349999998,Y,Y,N,Y,Y,Y,N,Y,N,Y,,,,,성남시,경기도
FC000453,봄날아트홀 (구. 아리랑소극장),2.0,민간(대학로),1996.0,370.0,070-8639-7883,,서울특별시 종로구 동숭길 39 (동숭동),37.5799517,127.00425100000008,Y,Y,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC004203,스페이스 씨 (코리아나미술관),1.0,기타(비공연장),,0.0,02-547-9177,http://www.spacec.co.kr/,서울특별시 강남구 언주로 827 (신사동),37.5240062,127.0326264,N,N,N,N,N,N,N,N,N,N,,,,,강남구,서울특별시
FC001262,성균소극장,1.0,민간(대학로),2006.0,180.0,02-747-5035,http://sktheater.modoo.at/,서울특별시 종로구 성균관로 12-3 (명륜2가),37.5845012,126.99909430000002,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC004193,갤러리99,2.0,기타(비공연장),,0.0,02-322-0199,https://www.gallery99.kr/,서울특별시 마포구 홍익로 5-1 (서교동),37.5531135,126.9236057,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC003017,금천뮤지컬센터,1.0,공공(기타),2021.0,197.0,02-2627-2183,https://www.instagram.com/gcmc.kr/,서울특별시 금천구 시흥대로115길 48(독산동),37.4687771,126.8944749,N,N,N,N,N,Y,N,Y,N,Y,,,,,금천구,서울특별시
FC000142,연천수레울아트홀,2.0,공공(문예회관),2010.0,716.0,031-834-3770,http://sureul.co.kr/company/arthall_intro.jsp,경기도 연천군 연천읍 문화로 150,38.1090534,127.07991620000008,N,N,N,N,N,Y,Y,N,Y,Y,,,,,연천군,경기도
FC004174,NC문화재단 홀,1.0,민간(대학로),,30.0,,,서울특별시 종로구 이화장길 100 (동숭동),37.5798042,127.0046166,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC001283,씨어터 송,1.0,민간(대학로 외),2012.0,100.0,070-8843-0088,http://www.theatresong.com/,서울특별시 서초구 법원로3길 22 (서초동),37.4931781,127.00825269999996,N,N,N,N,N,N,N,N,N,N,,,,,서초구,서울특별시
FC000749,"파랑씨어터 (구. 도향아트홀, 구. 뮤디스홀)",1.0,민간(대학로),2017.0,160.0,070-4870-1932,,서울특별시 종로구 대학로8가길 36 (동숭동),37.58250161309591,127.002454486033,Y,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC004171,카페 어스돔,1.0,기타(비공연장),,0.0,,,서울특별시 중구 퇴계로36가길 46 (필동2가),37.5582921,126.9954376,N,N,N,N,N,N,N,N,N,N,,,,,중구,서울특별시
FC000118,반석아트홀 (동탄복합문화센터),2.0,공공(문예회관),2011.0,1155.0,00-1588-5234,http://art.hcf.or.kr/subpage/index/254,경기도 화성시 노작로 134 (반송동),37.2006588,127.07391230000007,N,Y,N,N,N,Y,Y,N,Y,Y,,,,,화성시,경기도
FC001812,안성맞춤아트홀,4.0,공공(문예회관),2017.0,1294.0,031-660-0666,https://www.anseong.go.kr/arthall/main.do,경기도 안성시 발화대길 21 (현수동),37.0010012,127.2790334,N,Y,N,N,Y,Y,Y,Y,Y,Y,,,,,안성시,경기도
FC003032,청학아트홀,1.0,공공(기타),,222.0,,https://www.yeonsu.go.kr/culture/reservation/cheonghak/rental.asp,인천광역시 연수구 비류대로 299(청학동),37.4263057,126.6676686,N,N,N,N,N,N,N,N,N,Y,,,,,연수구,인천광역시
FC000003,국립극장,7.0,국립,1973.0,2432.0,02-2280-4114,http://www.ntok.go.kr,서울특별시 중구 장충단로 59 (장충동2가),37.5523153,126.999636,N,N,Y,N,N,N,Y,Y,Y,Y,,,,,중구,서울특별시
FC000070,호원아트홀,1.0,민간(대학로 외),2011.0,453.0,02-482-8794,http://blog.naver.com/enter_pf,서울특별시 강동구 성안로 30 (성내동),37.5262867,127.1303173,N,Y,N,N,N,N,N,N,N,Y,,,,,강동구,서울특별시
FC002632,아르코예술극장,5.0,국립,1981.0,855.0,02-3668-0007,https://theater.arko.or.kr/Home/ko/Main,서울특별시 종로구 대학로8길 7 (동숭동),37.5811855,127.0029999,N,N,N,Y,N,N,N,N,N,Y,,,,,종로구,서울특별시
FC001217,성남아트리움 (구. 성남시민회관),2.0,공공(문예회관),1981.0,863.0,031-735-1960,http://www.snart.or.kr/web/cms/?MENUMST_ID=21536,경기도 성남시 수정구 수정로171번길 10,37.4448723,127.13890700000002,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,성남시,경기도
FC001875,남양주 어린이비전센터,1.0,공공(기타),2015.0,200.0,031-560-1552,http://www.ncuc.or.kr/children/,경기도 남양주시 진접읍 해밀예당1로 96 (금곡리),37.7169754,127.19123460000004,N,N,N,Y,Y,Y,N,N,N,Y,,,,,남양주시,경기도
FC000389,대학로스타시티,6.0,민간(대학로),2007.0,654.0,02-894-0202,,서울특별시 종로구 대학로11길 23 (명륜4가),37.5820799726622,127.000480025926,N,Y,Y,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC000001,예술의전당 [서울],11.0,국립,1988.0,164344.0,02-580-1300,http://www.sac.or.kr,서울특별시 서초구 남부순환로 2406 (서초동),37.4786896,127.0118241,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,서초구,서울특별시
FC000005,국립극단 [명동],1.0,국립,2009.0,547.0,00-1644-2003,http://www.ntck.or.kr,서울특별시 중구 명동길 35 (명동1가),37.563999,126.9841738,N,Y,N,N,N,Y,Y,Y,Y,Y,,,,,중구,서울특별시
FC000419,씨어터조이 (구. 마당세실극장),1.0,민간(대학로),1997.0,100.0,02-747-5773,,서울특별시 종로구 이화장길 78 (동숭동),37.578643,127.00462949999996,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC003222,다락방극장(을지트윈타워),1.0,민간(대학로 외),,0.0,,,서울특별시 중구 을지로 170(을지로4가),37.5661392,126.9973275,N,N,N,N,N,N,N,N,N,N,,,,,중구,서울특별시
FC001848,오류아트홀,1.0,공공(기타),2018.0,365.0,02-2614-7969,https://www.guroartsvalley.or.kr/user/home.do,서울특별시 구로구 경인로20가길 38 (오류동),37.4958396,126.84563660000003,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,구로구,서울특별시
FC001361,성북마을극장,1.0,민간(대학로),2015.0,68.0,010-3385-4155,http://sbtheater.modoo.at/,서울특별시 성북구 동소문로20다길 10 (동선동1가),37.5915775,127.0173297,N,N,N,N,N,N,N,N,N,N,,,,,성북구,서울특별시
FC001379,"아루또소극장 (구. 소담소극장, 구. 코메디컬센터)",1.0,민간(대학로),2017.0,97.0,02-6012-2511,,서울특별시 종로구 대학로8가길 48 (동숭동),37.5828996,127.00240359999998,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC000010,유니버설아트센터,1.0,민간(대학로 외),1981.0,1052.0,070-7124-1740,http://www.uac.co.kr/,서울특별시 광진구 천호대로 664 (능동),37.5505555,127.08826240000008,N,N,N,N,N,N,Y,N,Y,Y,,,,,광진구,서울특별시
FC002633,대학로예술극장,4.0,국립,2009.0,999.0,02-3668-0007,http://theater.arko.or.kr/Pages/Main.aspx,서울특별시 종로구 대학로10길 17 (동숭동),37.5820961,127.0031785,N,N,N,N,N,N,N,N,N,Y,,,,,종로구,서울특별시
FC000783,구로아트밸리,1.0,공공(문예회관),2008.0,1124.0,02-2029-1700,http://www.guroartsvalley.or.kr/,서울특별시 구로구 가마산로25길 9-24 (구로동),37.4965397,126.88896820000002,N,Y,N,N,Y,Y,Y,N,Y,N,,,,,구로구,서울특별시
FC000248,삼일로창고극장,1.0,민간(대학로 외),1975.0,60.0,02-3789-9640,http://samilro.com,서울특별시 중구 삼일대로9길 12 (저동1가),37.5633965,126.98788530000002,N,N,N,N,N,N,N,N,N,N,,,,,중구,서울특별시
FC002745,피움스튜디오,1.0,민간(대학로 외),2018.0,40.0,010-2642-0435,https://blog.naver.com/pewuda,서울특별시 영등포구 영등포로34길 3 (영등포동4가),37.519954,126.9024339,Y,N,Y,N,N,N,N,N,N,N,,,,,영등포구,서울특별시
FC003199,썸컴퍼니앤 광태소극장,1.0,민간(대학로 외),,80.0,010-5879-0317,http://www.somcompany.com/gwangtae/?menu=playon&post=36,서울특별시 관악구 호암로22길 51(신림동),37.4687863,126.9356302,N,N,N,N,N,N,N,N,N,N,,,,,관악구,서울특별시
FC003203,연세대학교 무악극장,1.0,민간(대학로 외),,0.0,02-2123-5115,,서울특별시 서대문구 연세로 50 (신촌동),37.5660508,126.9439162,N,N,N,N,N,N,N,N,N,N,,,,,서대문구,서울특별시
FC001796,부평문화사랑방,1.0,공공(기타),2003.0,126.0,032-505-5995,https://www.bpcf.or.kr/facility/culturelove/introduce.asp,인천광역시 부평구 주부토로 173 (갈산동),37.510697,126.7256982,N,N,N,N,N,Y,Y,N,N,Y,,,,,부평구,인천광역시
FC001854,신촌문화발전소,1.0,공공(기타),2018.0,50.0,02-330-4393,https://www.scas.or.kr/,서울특별시 서대문구 연세로2나길 57 (창천동),37.5578945,126.93978519999996,N,Y,N,N,N,Y,N,N,Y,Y,,,,,서대문구,서울특별시
FC000219,인천수봉문화회관,2.0,공공(문예회관),1982.0,160.0,032-873-5174,http://artin.or.kr/artin_new.htm,인천광역시 남구 수봉안길 78 (숭의동),37.4615074,126.66226830000004,N,N,N,N,N,Y,Y,Y,N,Y,,,,,남구,인천광역시
FC001208,홍익대 대학로 아트센터,2.0,민간(대학로),2013.0,852.0,02-742-0300,http://www.hongikartcenter.com/main.do,서울특별시 종로구 대학로 57 (연건동),37.5769696,127.00203310000006,N,Y,Y,N,N,Y,Y,N,Y,Y,,,,,종로구,서울특별시
FC000600,문학시어터,1.0,공공(기타),2010.0,111.0,032-433-3777,http://www.mhtheater.kr,인천광역시 남구 매소홀로 618 (문학동),37.4374104,126.69273420000002,N,N,N,N,N,Y,Y,N,N,Y,,,,,남구,인천광역시
FC000110,광주시문화예술의전당 (구. 남한산성아트홀),2.0,공공(문예회관),2011.0,1308.0,031-760-4466,https://www.nsart.or.kr,경기도 광주시 회안대로 891 (송정동),37.4270408,127.25507500000003,Y,Y,Y,N,N,Y,Y,Y,Y,Y,,,,,광주시,경기도
FC000180,나온씨어터,1.0,민간(대학로),2008.0,105.0,02-3675-3677,http://naontheater20.modoo.at,서울특별시 종로구 혜화로9길 7 (명륜1가),37.5876677,126.99939259999996,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC003191,청담 예인아트홀,1.0,민간(대학로 외),,90.0,,,서울특별시 강남구 도산대로81길 45(청담동),37.5270366,127.0461887,N,N,N,N,N,N,N,N,N,N,,,,,강남구,서울특별시
FC000402,두산아트센터,3.0,민간(대학로 외),2007.0,920.0,02-708-5001,http://www.doosanartcenter.com/,서울특별시 종로구 종로33길 15 (연지동),37.571729,127.00118929999996,N,N,N,N,N,N,N,N,N,Y,,,,,종로구,서울특별시
FC003050,종로여가,1.0,기타(비공연장),,0.0,,https://blog.naver.com/local_concierge_cafe,서울특별시 종로구 창신길 55(창신동),37.5741515,127.010447,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC001384,SH아트홀,1.0,민간(대학로),2011.0,260.0,02-747-2265,https://www.facebook.com/sharthall/,서울특별시 종로구 동숭길 25 (동숭동),37.5798541,127.0035752,N,Y,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC002032,폼텍웍스홀,1.0,민간(대학로 외),2014.0,100.0,02-323-3644,http://www.workshall.co.kr/,서울특별시 마포구 잔다리로3길 34 (서교동),37.5506968,126.9178776,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC003158,제이엘 씨어터,1.0,민간(대학로 외),,130.0,070-4887-1267,https://blog.naver.com/elent0801,서울특별시 마포구 어울마당로 94-8(서교동),37.5531403,126.9222208,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC000095,하남문화예술회관,3.0,공공(문예회관),2007.0,1291.0,031-790-7979,http://www.hnart.or.kr:8080/content.do?id=29&menu=8&code=1,경기도 하남시 신평로 125 (덕풍동),37.544736,127.20683669999994,N,N,N,N,N,Y,Y,Y,N,Y,,,,,하남시,경기도
FC001423,성북구민회관,1.0,공공(기타),1990.0,750.0,02-924-6781,https://www.sbculture.or.kr/culture/main/contents.do?menuNo=500219,서울특별시 성북구 성북로4길 177 - 0 성북구민회관,37.589116,127.01821459999996,N,N,N,N,N,N,N,N,N,Y,,,,,성북구,서울특별시
FC003196,극단 예터,1.0,민간(대학로 외),,0.0,,,경기도 부천시 부일로 547-1(소사동),37.4848448,126.7911093,N,N,N,N,N,N,N,N,N,N,,,,,부천시,경기도
FC000736,올래홀,1.0,민간(대학로),2005.0,172.0,00-1566-5588,,서울특별시 종로구 대학로10길 24 (동숭동),37.5815685,127.00353990000008,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC002777,후암스테이지,2.0,민간(대학로),2003.0,230.0,,https://m.cafe.daum.net/mimania,서울특별시 종로구 대학로11길 23 (명륜4가),37.5820588,127.0004181,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC001173,성수아트홀(성수문화복지회관),1.0,공공(문예회관),2012.0,352.0,02-2204-7571,https://www.sdfac.or.kr/kor/sdfac/sub/contents.do?gotoMenuNo=08020500,서울특별시 성동구 뚝섬로1길 43 (성수동1가),37.5443376,127.04692750000004,N,Y,N,N,Y,Y,Y,N,N,Y,,,,,성동구,서울특별시
FC000122,부천시민회관,4.0,공공(문예회관),1988.0,1255.0,032-320-6300,http://www.bcf.or.kr/,경기도 부천시 원미구 부일로 365 (중동),37.4886325,126.7706582,N,N,N,N,N,Y,Y,Y,N,Y,,,,,부천시,경기도
FC003244,링크아트센터,2.0,민간(대학로),2022.0,860.0,,,서울특별시 종로구 대학로14길 29(혜화동),37.5846899,127.0022947,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC001438,수원SK아트리움,2.0,공공(문예회관),2014.0,1250.0,031-250-5300,http://www.suwonskartrium.or.kr/,경기도 수원시 장안구 이목로 24-25 (정자동),37.3096379,126.98655699999996,N,Y,N,N,N,Y,Y,N,Y,Y,,,,,수원시,경기도
FC002685,KOTE(코트),1.0,민간(대학로 외),,0.0,02-2138-8351,https://www.kote.kr/Rent_kote_live,서울특별시 종로구 인사동길 7 (인사동),37.5715579,126.9868358,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC002061,우리소극장 [의정부],1.0,민간(대학로 외),2020.0,50.0,010-3954-5899,https://woorihall.modoo.at/,경기도 의정부시 용민로 483 (민락동),37.7507781,127.1181088,N,Y,Y,N,N,Y,Y,N,N,Y,,,,,의정부시,경기도
FC001435,종로아이들극장,1.0,공공(기타),2016.0,281.0,02-2088-4290,https://jct.jfac.or.kr/site/child/home,서울특별시 종로구 성균관로 91 - 0 국민생활관,37.590434,126.9987747,N,N,N,N,Y,Y,N,N,N,Y,,,,,종로구,서울특별시
FC000934,평택시남부문예회관,2.0,공공(문예회관),1993.0,862.0,031-8024-5411,http://www.pyeongtaek.go.kr/pyeongtaek/contents.do?mId=0601060300,경기도 평택시 중앙로 277 (비전동),36.9909219,127.11427630000004,N,N,N,N,N,Y,Y,N,N,Y,,,,,평택시,경기도
FC003237,노무현시민센터,1.0,민간(대학로 외),,128.0,,https://www.knowhow.or.kr/center/main.php,서울특별시 종로구 창덕궁길 73(원서동),37.5809051,126.9888483,N,N,N,N,N,N,N,N,N,Y,,,,,종로구,서울특별시
FC003053,주말극장,1.0,민간(대학로 외),,0.0,010-8833-2852,https://blog.naver.com/NBlogTop.naver?isHttpsRedirect=true&blogId=lsstudio,서울특별시 영등포구 도림로126길 1(문래동3가),37.5139792,126.8965073,N,N,N,N,N,N,N,N,N,N,,,,,영등포구,서울특별시
FC001425,스튜디오 QDA(구. 춤공장),1.0,민간(대학로 외),2013.0,20.0,010-6228-5952,http://blog.daum.net/ironworksplay,서울특별시 영등포구 도림로126길 1 (문래동3가),37.5176033,126.89528900000003,N,N,N,N,N,N,N,N,N,N,,,,,영등포구,서울특별시
FC003098,연극플레이스 혜화,1.0,민간(대학로),,162.0,,,서울특별시 종로구 대학로8가길 111(동숭동),37.5809723,127.003528,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC000325,인천학생교육문화회관,2.0,공공(기타),2004.0,808.0,032-760-3400,http://www.iecs.go.kr/,인천광역시 중구 자유공원로 12 (인현동),37.4757169,126.6296972,N,Y,N,Y,Y,Y,N,N,N,Y,,,,,중구,인천광역시
FC002122,노들섬,5.0,공공(기타),,1072.0,02-6365-1008,http://nodeul.org/,서울특별시 용산구 양녕로 445 (이촌동),37.5170464,126.9602196,Y,Y,Y,N,N,N,N,N,N,N,,,,,용산구,서울특별시
FC001386,문래예술공장,2.0,공공(기타),2010.0,180.0,02-2676-4300,https://www.sfac.or.kr/artspace/artspace/mullae_main.do,서울특별시 영등포구 경인로88길 5-4 (문래동1가) 문래예술공장,37.5130462,126.9001786,N,Y,N,N,N,Y,N,Y,N,Y,,,,,영등포구,서울특별시
FC002271,광화문광장,3.0,기타(비공연장),,0.0,02-2133-7732,https://gwanghwamun.seoul.go.kr/,서울특별시 종로구 세종대로 지하 172 (세종로),37.5724335,126.9769029,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC001550,소극장 극예술공간,1.0,민간(대학로 외),2016.0,50.0,032-655-8815,http://blog.naver.com/yaegitheatre,경기도 부천시 부천로66,37.4903407,126.78387429999998,N,N,N,N,N,N,N,N,N,N,,,,,부천시,경기도
FC002478,뉴코아소극장 [부천],1.0,민간(대학로 외),2007.0,160.0,032-624-8120,https://nc123.modoo.at/,경기도 부천시 송내대로 239 (상동),37.5041199,126.7566315,Y,Y,N,N,N,Y,Y,N,Y,Y,,,,,부천시,경기도
FC001931,다산아트홀,1.0,공공(문예회관),2018.0,496.0,031-590-4358,https://culture.nyj.go.kr/home/1,경기도 남양주시 다산중앙로 7 (다산동),37.6140062,127.1553452,N,Y,N,N,N,Y,N,N,N,Y,,,,,남양주시,경기도
FC001240,굿씨어터,1.0,민간(대학로),2004.0,320.0,00-1800-7382,,서울특별시 종로구 대학로 144 (혜화동),37.586755,127.0003554,N,N,N,N,N,Y,N,N,N,Y,,,,,종로구,서울특별시
FC002017,김포한강괜찮은홀,1.0,민간(대학로 외),,110.0,070-8886-2516,,경기도 김포시 양촌읍 석모로 103 (석모리),37.651561,126.6394602,N,N,N,N,N,N,N,N,N,Y,,,,,김포시,경기도
FC001528,링크아트센터드림,4.0,민간(대학로),2016.0,979.0,02-3481-8843,http://blog.naver.com/dreamartcenter,서울특별시 종로구 동숭길 123 (동숭동),37.5820171,127.00353629999996,N,Y,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC001431,해바라기소극장 (구. 훈아트홀),1.0,민간(대학로),2013.0,61.0,02-747-7331,,서울특별시 종로구 동숭길 76 (동숭동),37.5815998,127.00425730000006,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC001404,대학로 이음센터(한국장애인문화예술원),2.0,공공(기타),2015.0,120.0,02-760-9700,http://www.i-eum.or.kr/contents/view?contentsNo=6&level=1&menuNo=5,서울특별시 종로구 대학로 112 (동숭동),37.5811397,127.00238289999992,N,Y,N,N,N,N,Y,Y,Y,N,,,,,종로구,서울특별시
FC000009,국립국악원,5.0,국립,1951.0,2449.0,02-580-3300,http://www.gugak.go.kr,서울특별시 서초구 남부순환로 2364 (서초동) 국립국악원,37.4786094,127.01130690000002,Y,Y,N,N,N,Y,Y,Y,Y,Y,,,,,서초구,서울특별시
FC002074,진접읍주민자치센터,1.0,공공(기타),,400.0,031-571-6231,https://cafe.naver.com/jinjeop,경기도 남양주시 진접읍 금강로 1509-23 (장현리),37.7263581,127.1898912,N,N,N,N,N,Y,N,Y,N,Y,,,,,남양주시,경기도
FC001424,놀터예술공방,1.0,민간(대학로),2014.0,48.0,070-4790-6051,,서울특별시 성북구 성북로2길 21 - 0 태고종선부암,37.589462,127.00701389999996,N,N,N,N,N,N,N,N,N,N,,,,,성북구,서울특별시
FC002246,푸르지오아트홀,1.0,민간(대학로 외),2019.0,280.0,02-2288-2864,http://prugioarthall.daewooenc.com/,서울특별시 중구 을지로 170 (을지로4가),37.5661792,126.9973242,Y,Y,N,N,N,N,Y,Y,Y,Y,,,,,중구,서울특별시
FC002584,현대백화점 문화홀 [천호],1.0,민간(대학로 외),,420.0,02-2225-7557,http://www.ehyundai.com/newCulture/CW/CW000001_V.do,서울특별시 강동구 천호대로 1005 (천호동),37.539026,127.1244588,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,,,,,강동구,서울특별시
FC001543,공간 222,1.0,민간(대학로 외),2016.0,33.0,010-5584-8875,,서울특별시 성북구 동소문로 24 (동소문동2가),37.5893416,127.00876829999991,N,N,N,N,N,N,N,N,N,N,,,,,성북구,서울특별시
FC001539,큐씨어터(구. 수상한흥신소전용관),1.0,민간(대학로),2016.0,250.0,070-4162-8320,http://cms6.cku.ac.kr/user/indexSub.do?codyMenuSeq=1908&siteId=media,서울특별시 종로구 대학로8가길 79 (동숭동),37.5824389,127.00354530000004,N,N,Y,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC000019,의정부예술의전당,2.0,공공(문예회관),2001.0,1258.0,031-828-5841,https://www.uac.or.kr/,경기도 의정부시 의정로 1 (의정부동),37.7334125,127.03436779999991,N,Y,N,Y,N,Y,N,Y,Y,Y,,,,,의정부시,경기도
FC002460,가정생활문화센터 (구.가정청소년문화의집),1.0,공공(기타),2021.0,70.0,032-580-1190,https://iscf.kr/_new/html/centerIntro/homeCenter.php,인천광역시 서구 서달로 190 (가정동),37.5156783,126.6797406,N,N,N,N,N,N,Y,Y,Y,Y,,,,,서구,인천광역시
FC001877,NOL 서경스퀘어(구. 서경대학교 공연예술센터),2.0,민간(대학로),2018.0,704.0,02-940-7114,https://www.skuniv.ac.kr/main,서울특별시 종로구 동숭길 148 (혜화동),37.5820171,127.00353629999996,Y,Y,N,N,N,Y,N,N,N,Y,,,,,종로구,서울특별시
FC001873,아트센터 인천,2.0,공공(문예회관),2018.0,3796.0,032-453-7700,http://www.aci.or.kr/,인천광역시 연수구 아트센터대로 222 (송도동),37.3934841,126.6309586,N,N,N,Y,Y,Y,Y,N,Y,Y,,,,,연수구,인천광역시
FC003249,한예극장,2.0,민간(대학로),,671.0,02-3665-6268,https://hanye.modoo.at/,서울특별시 종로구 이화장길 66(동숭동),37.5782086,127.0047187,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC002099,화도수동행정복지센터,1.0,공공(기타),2016.0,342.0,031-590-5498,https://www.nyj.go.kr/town/355,경기도 남양주시 화도읍 비룡로 59 (마석우리),37.6577326,127.300796,N,N,N,N,N,Y,Y,Y,N,Y,,,,,남양주시,경기도
FC003224,아트하우스,1.0,민간(대학로),,212.0,,,서울특별시 종로구 대학로10길 26(동숭동),37.5816067,127.0037204,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC001532,민들레연극마을,3.0,민간(대학로 외),2007.0,300.0,031-358-7587,http://www.mdl.or.kr/home/,경기도 화성시 우정읍 이화뱅곳길 22,37.0378517,126.79807219999998,N,N,N,N,N,N,N,N,N,N,,,,,화성시,경기도
FC003220,공간 만차,1.0,민간(대학로 외),,0.0,,,서울특별시 용산구 이태원로54길 5(한남동),37.538051,127.0019369,N,N,N,N,N,N,N,N,N,N,,,,,용산구,서울특별시
FC002410,성북정보도서관,1.0,공공(기타),,80.0,02-962-1081,https://www.sblib.seoul.kr/sblib/,서울특별시 성북구 화랑로18자길 13 (상월곡동),37.6050047,127.0507443,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,,,,,성북구,서울특별시
FC002081,용인어린이상상의숲,3.0,공공(기타),2019.0,210.0,031-323-6500,http://www.yicf.or.kr/lib/mainPage.do,경기도 용인시 처인구 동백죽전대로 61 (삼가동),37.2503893,127.1655069,N,Y,N,Y,Y,Y,N,N,N,Y,,,,,용인시,경기도
FC001529,여행자극장,1.0,민간(대학로),2016.0,100.0,070-7918-9077,https://yohangzatheatre.modoo.at/,서울특별시 성북구 성북로5길 9-3 (성북동1가),37.5889086,127.00463660000004,N,N,N,N,N,N,N,N,N,N,,,,,성북구,서울특별시
FC001428,한국콘텐츠진흥원 CKL스테이지,1.0,공공(기타),2015.0,190.0,02-6441-3951,https://venture.ckl.or.kr/stage/main.do,서울특별시 중구 청계천로 40,37.5684894,126.9816134,N,Y,N,N,N,Y,N,N,N,Y,,,,,중구,서울특별시
FC002072,업스테이지 (UP Stage),1.0,민간(대학로),,153.0,070-4792-8342,https://www.spacecloud.kr/space/30147,서울특별시 종로구 동숭길 41 (동숭동),37.5801085,127.0042703,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC001380,옵신 스페이스(구. 서촌공간 서로),1.0,민간(대학로 외),2016.0,70.0,02-730-2502,http://spaceseoro.com/main/index.html,서울특별시 종로구 필운대로7길 12 (옥인동),37.5815528,126.967847,N,Y,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC000895,수원시민회관,1.0,공공(문예회관),1962.0,376.0,031-244-2161,http://citizen.suwonsarang.com/mp01_default/index.php,경기도 수원시 팔달구 팔달산로 28,37.273443,127.0112226,N,N,N,N,N,N,N,N,N,Y,,,,,수원시,경기도
